2023-06-20 17:18:49.371 +00:00 [INF] Worker Service has started
2023-06-20 17:47:56.408 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:47:56.570 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:47:56.734 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:47:56.894 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:47:57.053 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:47:57.220 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:47:57.379 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:47:57.532 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:47:57.687 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:47:57.849 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:47:57.990 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:47:58.150 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:47:58.307 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:47:58.459 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:47:58.619 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:47:58.775 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:47:58.943 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:47:59.106 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:47:59.266 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:47:59.419 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:47:59.577 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:47:59.738 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:47:59.905 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:00.068 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:00.228 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:00.386 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:00.546 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:00.699 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:00.859 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:01.027 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:01.208 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:01.386 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:01.538 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:01.702 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:01.857 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:02.018 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:02.170 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:02.331 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:02.488 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:02.642 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:02.800 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:02.964 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:03.119 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:03.278 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:03.429 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:03.586 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:03.749 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:03.914 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:04.048 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:04.212 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:04.373 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:04.525 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:04.685 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:04.856 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:05.018 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:05.173 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:05.335 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:05.493 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:05.666 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:05.821 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:05.981 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:06.140 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:06.299 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:06.455 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:06.614 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:06.753 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:06.911 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:07.071 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:07.233 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:07.389 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:07.547 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:07.707 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:07.865 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:08.022 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:08.167 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:08.323 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:08.477 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:08.639 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:08.794 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:08.958 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:09.116 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:09.286 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:09.415 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:09.577 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:09.744 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:09.899 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:10.061 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:10.223 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:10.380 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:10.538 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:10.712 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:10.854 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:11.007 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:11.171 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:11.332 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:11.511 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:11.695 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:11.855 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:12.010 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:12.178 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:12.316 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:12.467 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:12.625 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:12.792 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:12.953 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:13.108 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:13.267 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:13.427 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:13.575 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:13.734 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:13.893 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:14.051 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:14.203 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:14.361 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:14.517 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:14.677 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:14.839 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:15.012 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:15.168 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:15.334 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:15.486 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:15.643 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:15.810 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:15.976 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:16.134 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:16.287 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:16.451 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:16.618 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:16.773 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:16.934 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:17.102 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:17.263 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:17.421 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:17.578 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:17.738 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:17.898 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:18.061 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:18.201 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:18.355 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:18.519 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:18.674 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:18.834 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:19.002 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:19.161 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:19.322 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:19.478 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:19.634 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:19.813 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:19.969 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:20.125 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:20.287 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:20.423 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:20.596 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:20.772 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:20.937 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:21.118 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:21.276 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:21.437 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:21.593 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:21.750 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:21.941 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:22.119 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:22.280 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:22.440 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:22.601 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:22.763 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:22.916 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:23.081 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:23.241 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:23.395 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:23.551 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:23.719 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:23.879 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:24.040 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:24.172 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:24.333 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:24.473 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:24.630 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:24.798 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:24.964 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:25.121 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:25.276 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:25.432 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:25.592 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:25.750 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:25.910 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:26.069 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:26.235 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:26.389 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:26.549 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:26.715 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:26.878 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:27.040 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:27.199 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:27.336 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:27.490 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:27.646 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:27.806 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:27.979 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:28.135 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:28.295 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:28.468 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:28.603 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:28.763 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:28.926 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:29.091 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:29.249 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:29.408 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:29.564 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:29.734 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:29.905 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:30.069 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:30.229 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:30.388 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:30.543 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:30.701 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:30.859 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:31.032 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:31.193 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:31.353 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:31.512 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:31.673 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:31.840 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:31.999 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:32.156 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:32.351 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:32.530 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:32.706 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:32.893 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:33.081 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:33.273 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:33.453 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:33.647 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:33.815 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:34.007 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:34.212 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:34.508 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:34.756 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:34.991 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:35.167 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:35.354 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:35.557 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:35.755 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:35.926 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:36.129 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:36.326 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:36.563 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:36.766 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:36.935 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:37.119 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:37.327 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:37.578 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:37.745 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:37.917 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:38.080 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:38.235 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:38.395 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:38.530 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:38.685 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:38.849 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:39.027 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:39.188 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:39.344 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:39.475 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:39.643 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:39.805 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:39.966 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:40.128 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:40.290 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:40.460 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:40.619 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:40.781 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:40.944 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:41.107 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:41.265 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:41.428 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:41.594 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:41.758 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:41.915 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:42.082 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:42.245 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:42.405 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:42.574 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:42.771 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:42.955 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:43.117 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:43.286 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:43.447 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:43.580 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:43.741 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:43.901 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:44.058 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:44.211 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:44.392 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:44.557 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:44.710 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:44.874 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:45.044 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:45.210 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:45.366 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:45.523 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:45.684 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:45.843 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:46.010 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:46.139 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:46.310 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:46.470 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:46.626 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:46.825 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:47.009 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:47.175 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:47.341 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:47.516 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:47.666 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:47.836 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:48.000 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:48.140 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:48.301 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:48.462 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:48.623 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:48.781 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:48.946 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:49.087 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:49.226 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:49.382 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:49.539 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:49.702 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:49.859 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:50.030 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:50.195 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:50.349 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:50.513 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:50.648 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:50.813 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:50.980 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:51.146 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:51.317 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:51.480 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:51.651 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:51.848 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:52.017 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:52.201 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:52.391 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:52.569 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:52.742 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:52.980 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:53.148 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:53.338 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:53.513 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:53.691 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:53.848 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:54.014 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:54.172 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:54.336 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:54.474 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:54.640 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:54.800 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:54.973 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:55.137 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:55.302 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:55.456 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:55.629 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:55.795 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:55.958 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:56.123 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:56.305 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:56.460 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:56.626 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:56.787 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:56.952 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:57.110 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:57.246 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:57.408 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:57.573 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:57.740 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:57.903 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:58.067 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:58.236 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:58.397 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:58.565 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:58.702 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:58.869 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:59.037 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:59.200 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:59.365 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:59.519 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:59.681 +00:00 [INF] New Provider Prescription loaded
2023-06-20 17:48:59.844 +00:00 [INF] New Provider Prescription loaded
